"address","amount"
"erd18vekslqaw2u99atkres96rzqqr5qvzh2u7ljx3lw8nkkcuqpzz9qv5zlf7","10"
"erd1mx2nqztktkyxgxegdjelvfzj9ee5rdk88cg604t45xh5k0vpv5mq4u6h2m","10"
"erd1nzav7rk7qel3t9rlp8u0ydm04jjt8ptje3dswnq8du3e6ljhqvnsalzraq","10"
"erd147v26t5vhp4l4ry4cqg50cwjxy42az369slh880p4k0r0xjrs7jq9ncfkl","10"
"erd1d3nv4d0hqkk500ntpdhrxt48esrg03zps7v8wnhzeglampxapwrqp84qzv","10"
"erd12fxtdjsfxhx0zqu7jqfyptn3eqwzrk70n8v7vvt97wkm8hkxks3q9m3tsk","10"
"erd1yr9lsycrun5e25lj952lr6a8g5zt739q57gac2dmylvz9z4yq7us863emx","10"
"erd1pfyqk7yd9j5lznujk2zyjxcv7d9a7g7t0e98qe3scwms4h6zc38s3ehcpv","10"
"erd1ueae39pr27lplw4n830et6u6hdyu6te4qq5dz4rvylda2l8s83js8dpmlx","10"
"erd1xf8yytt4674jfh5g3dlq5pvwhettylelqv9ay8tz5axddg8ngt0svurkxt","10"
"erd13ezh8ep5zdwejpxflp52jw3etl9zw62cpt7cvcgzk7yv023sx5ssmmzess","10"
"erd168yx4s5wh4u53kyymz088uez4pv30us7q3kvfvz4purfs958xetst9nx64","10"
"erd1fhd8zacua4acqc0m98m7a3sdx0qagywmcpqrnmk0pu36ngnx5wmsfv0ntc","10"
"erd1cjzure53t9pjnlu3s9awgug6hr4j8wfdz5cad0nzp3a83rfpv6ps2yej2v","10"
"erd1gmafxhklavclens057gk7hprtacz47m23d7ff923s0y6v8gf7fysymmetl","10"
"erd1hnxu8tqw72atg26vu08k57xtwrhqheemmlmdy6wyjsx2jewqwp0qwxzjyd","10"
"erd1nplzsralvnk2cvqrd32cxm586zsatdqyp52c2hrup5ejcfy0lgds464yv7","10"
"erd1ykq62lq725tredc9820d3y6ueg429k06mwun2dtnw3qc2hkw4g3q9yaued","10"
"erd1r2mr4wcmfp9gsjgpeyh8a32ddht0x3sfd5j65r4z75uxh0dhv4yq7nuhsh","10"
"erd1dhfd0uecfwxukllpjsv8qykywf6u6zunraum4fmtt68fh49s28ms8qcpxv","10"
"erd1zxve6ca4tu0gtxeg59g4wz0k3vdspt9fy8g87qa4mcynnwpzymtsy6pmp8","10"
"erd137cmkl948hnyyzhyhdgfhjr57vegp2wcqjyqw4cw9cjv24xlzxhqud07kt","10"
"erd15md33hkmmdz23a8xnvnry70swgjrnys3sfm58sa96uzvpm5fr6fsvn243v","10"
"erd17zy5g6fdscvs8z7tnpf53klq2q3r6w8hy9tqcfau3zwljm5t59ps683w6e","10"
"erd1ru2l3hz7sy039g9eheevwl022veafvf2nqkvx9wmunl3vwp39sqqrc9xzq","10"
"erd1dg64q3v8qgqtw5m9npya6p74sm4ar2v2gknfk2m0dk2dxjreh8mssd8ffk","10"
"erd19ym6hcnlghu9y80ws3j6h0knpwm7vz5yr0rl67v5509t23980jtqudl5pw","10"
"erd1d9glzv84h9felf33eadxfn3ha0w7g8vh63mqy9fl3d4g3m7l9qfsn73xkp","10"
"erd1mugfgs8q62d65ktwggnhwh0cyrk3jjrps80e5f3dy7qqv42mp3lqf7zrq8","10"
"erd1wdxyj2lla497m7sgeq2dprhwvjlxaa9my59k24mxstlw7zkpzvjqz7v4wr","10"
"erd18vrchhtyzcsxynqklrw0exwm37jeqec45wqd2fdkvydxnqmc2l0q8sv6vp","10"
"erd19ez0uemk2jpqu6skz9r53jyf73kg6ftv4ftfduvukmw5dpnsc82qjkqwq3","10"
"erd1c8ndnvgew3n9n8flttgnul443jsm52y4tnvecamzzurnfqwjnj4swwq3ne","10"
"erd1mxnhh0a6dzzvk8jwr4k8eahgcdwqkjslfsp8f25akh5wp8f9ztlshv60ya","10"
"erd1psjxrj03mwnmsplhwg4zuc4mj6ut54zaxgcytfhykyu3g4lzr5aqs6t08k","10"
"erd1y7t07rf9ne72ejhk4fne2rrr7llcvavcnuulyrladle6rs0n4a2qfwzlrr","10"
"erd1f2zgkrlvdph33vcr2wcdmc3x49urcz0ln8amdra67xeszr24gutq8nea9t","10"
"erd1j06634fenjjx2p6ft25d5azwwua95aj5922fp34dkeq33gr7lq9sekcv5q","10"
"erd146g8pna3xf4sj3advwenqslng89mcqhuvjskcuguw5gxj7hlga2sykqrxs","10"
"erd1r7ttusvh5jw6tq64frkx3vcjvk5hs9ksqav8rdeege4j7facndeq6e93x3","10"
"erd1nhk4n5ny0scqp0j2jczlr5mc76amu6jsh306ntw2ce0slgpmhhqsh58lcq","10"
"erd1eau2qtv2tlzu8syz5zfjwlugktv4k93eyffnyajppl97kkq6m56qhdcldl","10"
"erd17mpchw693jrdpq4hsvfle9thcmph59a5cuc54wq9rdlxp7vs89usc6fm0q","10"
"erd1gtw932tkjg2evu34ak3ptwflrwm49mercmz7y5x5lmhk0remw9jsay22we","10"
"erd1k69kv9hr6t3mdt3qxq76ej40gj3zftgnn6k5dad3etmwf6fk5aascnh54a","10"
"erd1rv9tjnjdslpn2axvqltj8sl8p5pqzgkyx8hxq7rmxhd52lg3y2sqluqree","10"
"erd186gnwv8anal6aqv0wh4wv7fqhd4f4avahm59939kmft76nghhrhqpu5552","10"
"erd164xnxzkpcd4tzff7crnavds0men33v4jqxss24zr0ymjqa8c4mes3hxmlm","10"
"erd1ufpy64qdlgqdxkzq8d9c9spxng47k6wswahd4f25lyc9uy3u2sqstjx45a","10"
"erd1cqe80hxj82a6xj7h4ga0849u7pprfaaserlzll4sjaepvamek0dqtkty6w","10"
"erd1eana7pwhlts9007fv0vkp3v0c22hqw6gr8h9uzq2h6nz0s729rjqnfnk58","10"
"erd1urh26t8h6dtcz3qkuxv8pn6j6vu8k6afedvd5l6d3zzqgwz5zqds7h79yl","10"
"erd1l3thhxsclv02s539qdz6pf3udcszlqe8wtdmcywu3va92c5h358qs0zyeg","10"
"erd170ypqxlfh4g5nln488u4hq904zh9wt645j6afw2hn6v2lxfduatsh626c6","10"
"erd1wh8pf204k6a20jxn3ps2k4ypx82lgnu53s0efnqfcrmcf0yyn8rsew7tq7","10"
"erd1wrtuccurj700tfzkgw56495xptsd4tzptcck4kh60648flkynphsm746dp","10"
"erd16zlyhj0pcl3mu3cwcujnl0mvggdh0tns657h9rlcrykl6grp5v3qmee064","10"
"erd1u45ptsgfsfl5n8v6qq784wcvna7hcuq7t2nwpugfagp4wflgznnsl7vjes","10"
"erd1shyewxagjl74yj0etez5f99jta4r6wxmdp7twsw7zk2s8rpmdfys4sf7u5","10"
"erd1m2gr8a523rrfuaphz9f7drz59pcvppg9lrvj6g3awsssu870sgwqjqxa07","10"
"erd139c5zu04vxsggz4xez4th7qxwhc20e2stupnsppcwzz3hl53lsjqt85nat","10"
"erd1nv0pluk0chrdfjc50zu48e2f6auecj33jkuv44gu8kgdlyqfc65qlq44s8","10"
"erd1uwva97evuhzfptxjx5u8klzkxtgvatm5gdflavfwhsf6z5ydq3gqmrtdpd","10"
"erd1jg3aexqsapakkvwjkt0pkxrzmu386qgyemk9haeqpq4vg9gr6y6qphs47g","10"
"erd1dd8pdhtunh00tfyjqqdur2h6yh8vhg2exd7mm34hsgsm3cq78q4qjz4cw3","10"
"erd100ly0eyqeg75y6vuljegt69y88y2hjjn2htz7m0mpfyurdwajs6q70skae","10"
"erd182rcvxcs2ng50kaz34dvtal7kkt2zh8n9j4l5ns0evrv0r22xrws5vsscw","10"
"erd1tr4tmfxmgph393r7p72w5yfhd7kk8nqglx2kxrctentr9rd5qtyq456qm0","10"
"erd1z3slfpd92hz94r6qlxvn4xt8ckpvsy22dv7jzr26mfhrhz37fals34ww4c","10"
"erd1p30fcnp92ygkcfy06gpqgzskt568ux3746lnwh9s4rpynk7zfkus8tqyyl","10"
"erd1scam63q9c00mjw8q4m0tquqxnxk2246hwy350w2676u47k3d69uspa3x0g","10"
"erd1le375lz4s8e6vgnqpl48a5n9m9arztjtlz5r3keghke0lnt0xt8qjcug96","10"
"erd1f9jdun2fx0zatz97dsj5xym8grj6w8kmnypcdkrqu6gfjd7xfejqankn26","10"
"erd1xj5g96yfvp8aprgfh7z4e9jql74rvrux6h0cpuj7hed2trkcssnq9g6f7e","10"
"erd1mvczfe2w8ad6ehyue9yta90l6pjz5093nt39nz40cg4z9nqk0xdqcvjtj3","10"
"erd1l8cq5q5jpsrqjlpracuz0nkfqgflrrjfpdlt8sts9xjp2de2th0svfa442","10"
"erd1n5mpngjkqjrg2cv280d4r7nq96llvt464qtchuvg8twum9cg3uqsxmgvzn","10"
"erd1xd2n0qpupxewhcelgn88tgtqtlaj88e08qmr60fm7p6tl9dz6nqq0unedh","10"
"erd13ekj3mxnf7aancpk3383gd2zk23etywtammlpm9nz67jc4gd8cmsmc5awa","10"
"erd1ahsvmpdta59pw798hcu55l9f85hl6gqhfx3hh7khkuc0msezvt3qjzjz29","10"
"erd1f8udachyjjzpgdme5w6dhdz07r96ve7v9x7vxmxva8wwjk4f5hqqq2y2wu","10"
"erd1w9972dt5927cgv4mv5zvft0ff6zsy5rudadk7e8dcc89xznrnx4qjk9k40","10"
"erd1lrj3au898yu5mwldfs0p07e2n36ew3354ng32fgg0hg6qqm50hsqslsp90","10"
"erd10s0kkt50x2pmyezc6venphq77duhgs0trzfgegvzpvhm9cnswz2sfyersr","10"
"erd1ckdhce08j4x8kl8ztgnesp9es6z9vs6u5utlxw9qhrvlm7a8sresfvlcwz","10"
"erd1she4eznkaz66yfe0nhddxf05jpncltm7rlr8327cslsd5s4u7kespe73xw","10"
"erd1599u2m7j7rqy452dxjv7g3sjdxxktzsas940re4k2ac2zkympjrq32uy35","10"
"erd13jce2gkz0wfc8xmfs7h3863udk8xq323qldr0tpt4r3thc2vw0tsagukw3","10"
"erd1gk4wwq4jn9wggtndwad8qr9f332rrteh9jexg2amtcsghwq0kt7qm9q83p","10"
"erd13tdjtqrat8jc2qmt3q58sphk8r5y6hp7u758hpgsgsguyl96v4aqgxpgun","10"
"erd1ddasapzndvjya3ht7y7w4t3lw72s2dd7n66qk84wj30sv8jqvqtqzvgekt","10"
"erd1lqtwpeaz6rjpx95wtk8cvu5ln52q2gc2pfvpk6mmwmrp8aud2tpqsef38a","10"
"erd1c7q55xdglm6ss09hf6kytdjt3vdcta5snppvjvqvlxzchd53q5asgvcdvx","10"
"erd17ht7ytsm2h29rh95e2nw0m6t5vn8szcswxq2mas8j6erzpy8r82svsczgc","10"
"erd1mtwm9nulzsvdlfwq37g8a289mzqgscj56n0y2ka7tqn6ult5xc6sjnjz9m","10"
"erd1w85rujdsvujem2pzcccnes4edkp2dqzww9aq63rp8gd9czrwxmvq68xdpu","10"
"erd18fz8jg6gyp042zlu3w6hjsc0dljms6qm3e7esacf05cvz8xg5x6suf9lvg","10"
"erd1x09ps67sge00tm5mtxrylmv36x4exdmgwjupz4r4wuzy8g3w3jgspx9fjx","10"
"erd1r07la5hjat6wtvpqs9yp5nkzjrtctsxluzw9mtl2xmdvldwehvcq09td83","10"
"erd12ank9zt0aleezad6kuz7t63cz6a3m3p6sghqr5vprj78lga6setqghhzvr","10"
"erd1m3qz04kq8gw5dxfdxe3klyfpat8xcjpyr4cngatqdet7gfqzqd2qvxlga2","10"
"erd1qzcx3rgrfwdlgk2z2cjfr898sgxn5qjwzvyaffczmen28zmwluts64g52v","10"
"erd13hevse6lrvz2d6akwy6tsn4rj85c93qywu7lteqrgvwpccncjrrq0p0w8m","10"
"erd1dxwep3yc7satqeztfkl6ntt7gcemvnh72x4frsmd89748ltuh99sg7ez9l","10"
"erd1msh557jsnqcalgepfj6uxzsatefdesyfayntda7lm8aqs2vkkm7q34nts7","10"
"erd14rvuv3zeu58hz6vnvt2ktu3eup6lgv2kreprjtr4m5n6l6fcn85sftr2th","10"
"erd14s2hkec8yte60m2248q5urwcmdfe5upz28l8eq8x5era0knx845stn35qt","10"
"erd1t26a346yw473w4hjkyq6df6zpeqgukrwadc0utazljyrge7rmurqkaq0ms","10"
"erd104tmp7qphc6fzwa3dxc47yrrcq38h93wrw0rywafta0zlcr92tas5kvaep","10"
"erd1fdshr9xqgkw3cmkufkzg8ghpe63zczrc904kga9mmfw4jmyujzyq9cql52","10"
"erd1er07g69tenjnn7d5vny2ylhd3ux9mue48f9ctf2wnna6c9my5dhss9cfsr","10"
"erd1hf3gyz835e3e7xzfk2vyvkupset4z9cag9m8drryapuhj3pfyr4stdpfym","10"
"erd1sc0ppvyjasphxll8uvv5dfes9l875s6zejpqdt54dr39ss2d6mvqew0cdv","10"
"erd1ax8qhqn39negd9dx6zglyj7ks3acx7qn3exk4e5n40da2v83qa0sdkh5qy","10"
"erd1k92l7tgzv3cs7ycs8ca0lljnc56zz345meh0agj0l6pgq8c4leeq3zxday","10"
"erd1kgs2qspvq706c9p9q6u4ax4jqqjx6untcvz39xe6czctztj6rpesjpufnv","10"
"erd1s79pqctaurkz985qepjh4mt5lw26lls69f2wfrlkhtajca5rqwnq6ye9xm","10"
"erd1kn7auwysy5phu7ctu2n66n6v7r8hssr2v7jfapwq38jjtrnq3q4q68eta2","10"
"erd1fqsp033lg6sjdexjyen2atv3q8nhuenrjqc0cmccqg22avug50tsf4a9jw","10"
"erd1vxvratlq3u8j8xfyz4v6j8anj00zpskdvqtr5qq43eut06962msqtlcsls","10"
"erd169t8rdcmrtpdgl9rdp4779adrc832862nk9r7443v95tcxerkg2sxuzk8v","10"
"erd1yzf4qq5792uzypmmvy5qec6qt3wpdrv9tg3kxs2hq78wdkzh2q2q8pxavm","10"
"erd1unzcvnzntkk3pgaujd4vhepsgw2p4ka0shkr47ywd3rxc05s0faqc2x6tv","10"
"erd1js28xy2kkffykg0jq34zqz4vzz5k4g4yan7f55s23lkmrgzpn40qtq35pp","10"
"erd1vnv93n7qq8we4s55cxdr6yk64netn30cca60fzvpawc4unyyrdmsmugv37","10"
"erd14py2wffmmmg08wk0sf5rknf2zjyhcyns49ckmamawpucc4c8hltsu3xqk6","10"
"erd1l7f0qge5d7aw7rskdkfpqccgktym0ttrauxcg0scy5v5meky098szuf9tw","10"
"erd1me88m5kzh2wu3re4z7vqc4msvedywvh7fll8vxn89we5rwuzwh0q98n5h2","10"
"erd1k4me5vtkw6alx286j63v8qyxwx5a9rgnfc0d5hh26pt8tuksj4nqkfpnsc","10"
"erd1mlupl6yzdn3dcmt5780qwq2dfsfkeexwptnrm07f4n8aaljng2aqhary0r","10"
"erd1vru5rsc4qph9ze70khv9d3xq5evdqhuqsa88xw2p5t7jr7nzzvzs3j2qcn","10"
"erd1dnsj0wq38enz9sghkhcjkh540dnmutk0gqa4ced9awkf0pzlm56shnnz7f","10"
"erd18nymd9w4hn4589ytragswpkykwruqtxua9jw70lz2gzqtyrr6avq9w4eph","10"
"erd1eaqmj4ssq9kdl2fn4t3kgcvp9467px7s8sltta900kcgfeecncrspk5f6w","10"
"erd15y0q6zpjeqh6rdt76p5f7h39yvzmwtpcy7ad2ukajfr02tt5x4wq5fhs35","10"
"erd10x7uyer2nrkjs2kn8d52cuka9t7z6hj4g3g6s06ehjpf6u9wsfjs8plt80","10"
"erd1fns6z4rzlm8d35t52tzzmek0g97lu4xws6mqw6nkxqqj5djv9wjqmev7ml","10"
"erd1y43pcgm2t4dtprnpqgzm9gemal7ttzwsxv60sfe8p7xpaqt4vqas9qf84z","10"
"erd1q7yur08cpr9xuucjmhyrmhy59g3as9qqejphlfhfrl0scsq80sss9spypu","10"
"erd1hzwksffn6pwhu505hfh2ypvxvvpw7fvcd88h7f6gv77y7tg6w38sq2g4k2","10"
"erd16x6nw0q84wnt42na00u08v9kly5nxtz8tngc38ryy0lt5ew36x7sxnavg3","10"
"erd1td9xm922nmcqcaeyr2ma5zhzqvzj9cdq60nzm7ut76yk2gt8n4xspwu75a","10"
"erd1mt5d46eax0l65puz54yunl26vrgs2p0a02c0sll97ka3sgqhmdyqpgk2j8","10"
"erd1czf82p3xlmnjvgqz3g92yu50qgc4lg7fvlkd7egmtpeyxtxkylrskdslzk","10"
"erd1qhxguukx04cnje8r7504su40z3mx4a8ma3glgdx0f4227gcun5usz0ecjs","10"
"erd16lf3rz8dzyvut84kygd3e3s328hk2m2mutr7066v8gjgcl0wxxasstq49w","10"
"erd1lggsg2ny2pn0n58d9jpw7e7x6cvc6jc8l8ympyvzvh5dt9m3xnrsvcl0l4","10"
"erd14gucvsdqjtq4znlzx7870s8r6ecpteknfajree24s4hx04wt0vnqrdgawg","10"
"erd12zjtzz95alnf704xy7gnqngmwwy548zumvwt90n0clf5ujhshg8q2ld3v7","10"
"erd1hp83z4q4zvxap7psfcfaj2jkh8lfw0av5a0juu6xg9qpqe848suspf565t","10"
"erd1kvpkswcj303f5csrljr87aknmpn9v9u4grzjthyeeyrp08seg8sqr8tkd5","10"
"erd1mvjtxqq3pcdq45fnryvpnvngdrulz0jz27f8p5uq0322up6yuaesdtpzn8","10"
"erd1zc2umrfeh8uw0706g0rhhe2dftaghlr8qwrxfmahajc067ggt64sqtwj8f","10"
"erd1swz5j2ywsldrrqnp3wgvtl03eqhv4ynk68tkkhzckfxfa3qur67qvp0srh","10"
"erd1jqyldk9sn9muv6ufznnrvymwjkfew7rt2c3jzq82cln42tdd7vvq5acjad","10"
"erd1eq0xu549jjpfstj6r7jx0ykfxv0swjgzhg65vg2fzmrfn03v76zsutaaww","10"
"erd130u8fhxg09kej52e4c8ayhky9k0z8cqn27du3vfhq27nkdmvsnnq7wu6tq","10"
"erd1dvytj0h9y0vauyu9uu4wc4fn29u07jpe2wze4v7tv9vjlhrkafasnds3eg","10"
"erd107ex0p8pgy2z6jk5h36wcr5ranfg9dp9macxf8sjaqtydzr4rqhqjxtsw0","10"
"erd1j05u3apwszdwrwl4p0ptcz8r89eyx9z3q39738nqyepe87hz6mmsag073z","10"
"erd1xd8nyhy9m6p9ld5rme3nzrhg3697a7g5ghpq6t0kvxa5gc6twemqmw6t7l","10"
"erd1szr6x757x45ejrp7f4g3nh5hv8q3xujzynksd0674f9ruh4uwakq4lgmua","10"
"erd1wed845x9jk93epyuwxspk4wmxg5m0hf8kq269dt6pc6hj66jl7vsc05dfl","10"
"erd1ap9pxkkavsldplyrsnheu0usuusk9l6mulvrpeek7pm4qr7d5srs60pn04","10"
"erd1hfchalv39jlutvptv68hxrfz8r2d2894fa72rcm07pcvsqxfjnqsrpqtp4","10"
"erd1xt8k8d294mk4wgqra09v65yjkdh0exkwgvlptaklkgr66fankapsqmzygv","10"
"erd1f3a8854qpxp3377a4h6mnuwu9alua7a9pwud366q2qs5cpwjxcts2ve2ec","10"
"erd1g0wl65vh2qdujaja6c42wek44g0ehu00x2m0wehnqj2ldl7p9ckql3kfqn","10"
"erd1hh8gank63dm3c95jc6ag7qpa95j4k548vn59pc5zr8m9zqfv8eqspxtsum","10"
"erd1ruxkh422nxlhddc8054ur7556vu0qq6grh50vhkxg20hnez2kp8spdk6m7","10"
"erd1nkvxxdr635zgp02q5msdqvgrwt6t020yhtdptx7he7re5flmd8kskenzjt","10"
"erd177vkdxzk9vlst2cvnj0z954fk6xefs44fpk029mgrrf9wnvryn8qn0z5x6","10"
"erd1p4vdffayaqgwxvrfuuq94lf0663ndmc03x6z5leqd45l7sdhy7lqwgpw67","10"
"erd18tmlm5yadp7tkgutyz2vvmfm8fca3gmnhp59pl7xkr5agp0hgk2q8c5cj7","10"
"erd1vp8ckhxm7lgl95xv5j0tslfrn5wqxlzx7ut6n7jxretm3k90wnuqeprl4e","10"
"erd13lr8g2xuvlpx9zda2hmwpyt3lkp8f4llh87a037aehud850u6xsqkm866e","10"
"erd1fklxxgn8vryajzg27zzwgkxwf3rsq57v7pvykh9swg85slck5zaql6y2yf","10"
"erd169eh6ud66jk6krcgu59a26m7gcq3egfqhyz3dna38g5c4uswkcws867ewj","10"
"erd1qgvvftne0kqfsd6gfjf8la9467fd9w9d0eqnu0hhdw47jmftgyfs68xdx4","10"
"erd1hz4v5hg009u2cwx5rl37zagpvwj6znzru2wazhkh4uycyn4nc72sv02zqr","10"
"erd1mq37fgedelv5e4kay63rscak0u4xa8m6lwn7kkxtlvcfcpdu82gq5p372d","10"
"erd1nrvz8tecyzq2uf06srcg87s3y6ua7lptlcyaeqw5er5xr0dphwrqdlkxjq","10"
"erd1ntzptzdztw3z82dnm4cqy4mrcgas55jx3vgtuyhd4xat68egfqvqunslzq","10"
"erd1n34j9e46egnj5rt4fzl6xh7nt7fqtfpfgd40hjuwsl9t9gpanytq0g0qft","10"
"erd1x22cfvkay7n3x3780ets9z5u7wx9254g7s2hds66nv4vn6svjynql3zdc8","10"
"erd1tq024evkskveux5ftjds63f2htu7ukmc7myaudh9a977mxqe9fus3lejnv","10"
"erd1kgvumsy33r60nxcqrgyaewfac5k92rem4ue657hsk0gv0hu28fnqwwylfa","10"
"erd1jr9kz59y4f92hj3p5uyy4gj2ygrshl63mqlqw3hl59vwrt84r44sa4eerv","10"
"erd149m4ex949q0dg7n0mjutzg3x7wz992rr99e085c50v3dchynlxlq0panr8","10"
"erd1dt0f8q4zc62zcz4nqdugku7zt58f0tm40svfcwxxn7vrk80l89zqmdv036","10"
"erd1xm2slqcmedfmrj8knvhdds6x9n3hn3dfw07xy9p34asnpyavpvjsf4n9yr","10"
"erd16el6530f6ylt5p9wuwu75zvse8zvc4lc3z3zktt7m2fa4pfv2auqxmysuj","10"
"erd1c39qsyw375s49du2aqqevfucrrem2m2w6qrrpsy3u3kvwkask2rq2tnjgd","10"
"erd1gdwuxglhxsm7rmu2fyqvzf6ura8nuvpw3mmchcenjxf7fr827ycsc98z3x","10"
"erd1g60sjqep8zszz2l8dwy29ps0rkpknqvymsp5z7rh57dwyty8sk6sxyrvd4","10"
"erd1e739rv3z0hx5w6u3swasuekcqacssdmxp7gffzh9v70ahq6fl00qzxlzgn","10"
"erd1efx7sm8nux2jn9dk4zkf332c97ch9sfz5k4t67q69dc7crjgnassj8n7je","10"
"erd16up8sa04pzpgt4lkey6slxsk3cplprx2euqsu2kw5hqxyqh3ha3s8q8yre","10"
"erd1qxthm6hpqws2l5ne38z6na9wf7cycxuuf5079dpsnqgz54kp6pasrnjnkp","10"
"erd1y0s60759v4n6cycxydheuqwexaexsrfwcctujzazeh937l9y5wgsa3xf2u","10"
"erd1y8hweww33q25qck2rhegd54zcks7peugrjp5ad2s608t5n4zfh0q4ydyer","10"
"erd1s8rnam4stnzrufel98fx8qpv0rz7504h0wsaj7l7eapv5ydp50gqah0a70","10"
"erd1ymgynrppw8v738j0j9u32za9hhng2j4taylkzx2ld7q8d5fcsadsuchza6","10"
"erd10ptz9kvh5yj3vua87m00usueqkwz4g7wfsnum00pmuzgdllwe2ls849zke","10"
"erd104m3rrxyrsqm3cp6wclqve5x3pgua8ukfc8wxm3x888n09e7gxnsmdy33w","10"
"erd1qtxe5mq0x63nw2qu3e27azpcy9v7cegjj733tec9dz9qhfhxpuuqsmzk2a","10"
"erd1vl42lddj49688fn0usaljkxx4ays3gclnk8s2m93nnj9hzcjqejqc6masp","10"
"erd1ngh5afyycw0cpgkfxessm86qt5fy95mkcs6jfc0kuhcts9py90wsqtl8xd","10"
"erd1terq4h5cwcjlp422x9g0j9kflwf490zm2es6wgwjvwqkff4hpztshprwcq","10"
"erd1u7cd0eaakfazgl9fehyeky0jdrhrsl6077mtm99l2805n68jaqfq09umkw","10"
"erd14d909gascaxsqkj55ewf8czj64zwmzgst5qj70y3evtgpd2v2uzqmkwr9f","10"
"erd1qg4zefsr3vcfhntcc7arvukgjsc4knj3j8w7nymvxk79ukhgymxsec2quz","10"
"erd1ge8zey84wdrnphemecr2dwmxdqxsmjetl0ud9vyvn9n3n9edx8fqq0q2al","10"
"erd1llm5q73sfgmdlakfeh4rprw6q7vkyjcalqptx0vj3fqjw7dnle5serkga4","10"
"erd1wxweq465u374sjfa6t7c6t8nyly47m4x09j2xee72rch0h5sylgqr4d5w0","10"
"erd1cn9ex52z7al5aqcdqug8rdella5j9hwtw3r7uhp6zeumflaznvvqqtfhud","10"
"erd1pf6z2t96fhqxzkxsawv9fj8jwk7qdh09zuz04n56x6qsn6058ycsraq28m","10"
"erd1mq944pluytatpwnhzrzpms023a595hvjhwngtdfnjcdwhp7k5xgqp5qsht","10"
"erd1f9fatzk0zkzf6088ejrn6hf32l96z2jdd6uzru0pcm4ufdptqvrs9qxp0z","10"
"erd16jh2tjynms3rnnqgle3zs55andwc604al9wr08tnjj6axt0g2l6swsn65f","10"
"erd1canrf97th600x7t2vuaz6mq5626grcwdtpgas0srm54ucmwau8eqzcmr62","10"
"erd1h35ya58jent840mq04f96kjzmnfw0vfnlwq6yte2n3ruyxn0lvhqrfg5my","10"
"erd16ry80ywmks4cu9xcj4e8jtsh74czcusl3u3hc96n3u69fuhmyxqql0rmnc","10"
"erd1l7rpyhwy5lwrgq2ntu93jazharxnz3h6r4n6rtvsxl903rcm2z7shrl24d","10"
"erd1dqhp02h6wctgshk9llwewv5yaw9g9wfqfnm6yg6q96j5jf3g36vsa2379t","10"
"erd1f8a7syvkxsk942y7e2yr897wydph0zaqkr9937sm3mulmqsj6vpsvp2h59","10"
"erd17fw8ws7yny4745snzf0ttcevuwf2ttvxw6e96dcr6c7gv5xu33wsk3zd5e","10"
"erd1t63yzqc4mz3mrea20tw6wphfv2l2avf9wjyxtgp5dtq2sd2d5zaq7watej","10"
"erd1gcxxzc3h68d92unkss4dxpgj9j2sdtfgv0cjrvdmrzf28a2hse8q7l0f0d","10"
"erd13mpf59kaycrq895gvrs5z3gc449jaqdrxsd36qpc28079elgqj5qtuehk5","10"
"erd1p7m76zrcm3dzux65nl2stdg9t2fwqzlypeqv9up6hxnw45k5legsdell9j","10"
"erd1hrg5mzzevnj7c44qcc8z5hftdcl7h0c7sn4kfxxe4ry3r7zj364s5u0wny","10"
"erd1nu3gquc0ural387cyveumz66hmzlnz05y369tvpe3xpzjc50r7xq5kssvc","10"
"erd1tcvupma4w3dkwkzxk3566z5c87enr8r7hq5500w7wzrqe0mdpfkq657tzt","10"
"erd16dfled7mg63p9ufuke4str69z765z6qs56jxwjtwzv7ncu2h0zzsrufrx7","10"
"erd1vhjt8pmamw9wglpn53u0ftpx05s7lr206jyc0j7swafs6xhg0pqqruppc2","10"
"erd16nqrzck6udylkr856u6yh9fpz4hvyag6ms7uylnuxumfu7lefuzs3w0kzf","10"
"erd197plgdh4wvu6d0qcn9q376z904h5t2x0e5lnmj2guh3xwvmkn40snc5ndx","10"
"erd1kf8crxhe68sfkavf0m0dh9r7paen5lnyj6pu6eqj3h44r4sztc2smf6txr","10"
"erd1dn30xl8tvtef80xktzmm8cf4ngy0z9kvq9wmy5n4lzu0xj3naxyq6zqvvh","10"
"erd1k7dh90helssw0re6jd025dznuhc0je4qdukj7scyr72wv2dgumys7nettj","10"
"erd1ytmycq33vtp9ayud79zlvhptcw6r8ktmcxah43wdmaacjkhk24aqrfxhfp","10"
"erd17ml2cu5cdgldxgavx7wpuxvdq3hjxmtdhf03pnk0qdz3pfwd6atqv5e3vh","10"
"erd15tv5txjtrksxwl7gttet8xac8xvkrpr0rhckdkvutp33gskk7husuzhcsd","10"
"erd1l7uy9a7yx4ldtlsftgmczxk26f9gp4zcqdyavxqatw4uqw8hfg2s6r5sxy","10"
"erd172hsrvhm652vynknhczckhxcdykrwre3x2w2t4mxga9hgyg9ratqcu92f4","10"
"erd1anwyhlus38dzmce3edykc8yj44x2rmfd3ngt8afuq0f06j7c4l2qg2zf7w","10"
"erd1s30955fp272em3djkmg7eeangkttzg3jl8n74fz9fpahrq70du4q9qtq9r","10"
"erd1nv2prprfku78t6ny0jhnrpxzcm8l8cnzrmyfx2uturgwm4pmtwusq9vt7l","10"
